"","especie","wolbachia","tratamento","data","replica","sobreviventes","DPI","catg"
"915","triauraria","W-","FHV",2022-10-30,"R5",8,11,"triaurariaW-FHVR5"
"916","triauraria","W-","Ringer",2022-10-30,"R1",6,11,"triaurariaW-RingerR1"
"917","triauraria","W-","Ringer",2022-10-30,"R2",8,11,"triaurariaW-RingerR2"
"918","triauraria","W-","Ringer",2022-10-30,"R3",5,11,"triaurariaW-RingerR3"
"919","triauraria","W-","Ringer",2022-10-30,"R4",6,11,"triaurariaW-RingerR4"
"920","triauraria","W-","Ringer",2022-10-30,"R5",3,11,"triaurariaW-RingerR5"
"921","bocqueti","W+","FHV",2022-10-31,"R1",9,13,"bocquetiW+FHVR1"
"922","bocqueti","W+","FHV",2022-10-31,"R2",8,13,"bocquetiW+FHVR2"
"923","bocqueti","W+","FHV",2022-10-31,"R3",10,13,"bocquetiW+FHVR3"
"924","bocqueti","W+","FHV",2022-10-31,"R4",9,13,"bocquetiW+FHVR4"
"925","bocqueti","W+","FHV",2022-10-31,"R5",9,13,"bocquetiW+FHVR5"
"926","bocqueti","W+","Ringer",2022-10-31,"R1",8,13,"bocquetiW+RingerR1"
"927","bocqueti","W+","Ringer",2022-10-31,"R2",5,13,"bocquetiW+RingerR2"
"928","bocqueti","W+","Ringer",2022-10-31,"R3",7,13,"bocquetiW+RingerR3"
"929","bocqueti","W+","Ringer",2022-10-31,"R4",3,13,"bocquetiW+RingerR4"
"930","bocqueti","W+","Ringer",2022-10-31,"R5",6,13,"bocquetiW+RingerR5"
"931","bocqueti","W-","FHV",2022-10-31,"R1",4,13,"bocquetiW-FHVR1"
"932","bocqueti","W-","FHV",2022-10-31,"R2",8,13,"bocquetiW-FHVR2"
"933","bocqueti","W-","FHV",2022-10-31,"R3",8,13,"bocquetiW-FHVR3"
"934","bocqueti","W-","FHV",2022-10-31,"R4",8,13,"bocquetiW-FHVR4"
"935","bocqueti","W-","FHV",2022-10-31,"R5",9,13,"bocquetiW-FHVR5"
"936","bocqueti","W-","Ringer",2022-10-31,"R1",8,13,"bocquetiW-RingerR1"
"937","bocqueti","W-","Ringer",2022-10-31,"R2",11,13,"bocquetiW-RingerR2"
"938","bocqueti","W-","Ringer",2022-10-31,"R3",9,13,"bocquetiW-RingerR3"
"939","bocqueti","W-","Ringer",2022-10-31,"R4",7,13,"bocquetiW-RingerR4"
"940","bocqueti","W-","Ringer",2022-10-31,"R5",6,13,"bocquetiW-RingerR5"
"941","melanogaster","W+","FHV",2022-10-31,"R1",4,13,"melanogasterW+FHVR1"
"942","melanogaster","W+","FHV",2022-10-31,"R2",2,13,"melanogasterW+FHVR2"
"943","melanogaster","W+","FHV",2022-10-31,"R3",1,13,"melanogasterW+FHVR3"
"944","melanogaster","W+","FHV",2022-10-31,"R4",5,13,"melanogasterW+FHVR4"
"945","melanogaster","W+","FHV",2022-10-31,"R5",3,13,"melanogasterW+FHVR5"
"946","melanogaster","W+","Ringer",2022-10-31,"R1",10,13,"melanogasterW+RingerR1"
"947","melanogaster","W+","Ringer",2022-10-31,"R2",11,13,"melanogasterW+RingerR2"
"948","melanogaster","W+","Ringer",2022-10-31,"R3",14,13,"melanogasterW+RingerR3"
"949","melanogaster","W+","Ringer",2022-10-31,"R4",9,13,"melanogasterW+RingerR4"
"950","melanogaster","W+","Ringer",2022-10-31,"R5",12,13,"melanogasterW+RingerR5"
"951","melanogaster","W-","FHV",2022-10-31,"R1",0,13,"melanogasterW-FHVR1"
"952","melanogaster","W-","FHV",2022-10-31,"R2",0,13,"melanogasterW-FHVR2"
"953","melanogaster","W-","FHV",2022-10-31,"R3",1,13,"melanogasterW-FHVR3"
"954","melanogaster","W-","FHV",2022-10-31,"R4",0,13,"melanogasterW-FHVR4"
"955","melanogaster","W-","FHV",2022-10-31,"R5",0,13,"melanogasterW-FHVR5"
"956","melanogaster","W-","Ringer",2022-10-31,"R1",1,13,"melanogasterW-RingerR1"
"957","melanogaster","W-","Ringer",2022-10-31,"R2",1,13,"melanogasterW-RingerR2"
"958","melanogaster","W-","Ringer",2022-10-31,"R3",0,13,"melanogasterW-RingerR3"
"959","melanogaster","W-","Ringer",2022-10-31,"R4",5,13,"melanogasterW-RingerR4"
"960","melanogaster","W-","Ringer",2022-10-31,"R5",1,13,"melanogasterW-RingerR5"
"961","baimai","W+","FHV",2022-10-31,"R1",2,12,"baimaiW+FHVR1"
"962","baimai","W+","FHV",2022-10-31,"R2",1,12,"baimaiW+FHVR2"
"963","baimai","W+","FHV",2022-10-31,"R3",3,12,"baimaiW+FHVR3"
"964","baimai","W+","FHV",2022-10-31,"R4",2,12,"baimaiW+FHVR4"
"965","baimai","W+","FHV",2022-10-31,"R5",4,12,"baimaiW+FHVR5"
"966","baimai","W+","Ringer",2022-10-31,"R1",9,12,"baimaiW+RingerR1"
"967","baimai","W+","Ringer",2022-10-31,"R2",9,12,"baimaiW+RingerR2"
"968","baimai","W+","Ringer",2022-10-31,"R3",11,12,"baimaiW+RingerR3"
"969","baimai","W+","Ringer",2022-10-31,"R4",14,12,"baimaiW+RingerR4"
"970","baimai","W+","Ringer",2022-10-31,"R5",13,12,"baimaiW+RingerR5"
"971","baimai","W-","FHV",2022-10-31,"R1",4,12,"baimaiW-FHVR1"
"972","baimai","W-","FHV",2022-10-31,"R2",3,12,"baimaiW-FHVR2"
"973","baimai","W-","FHV",2022-10-31,"R3",3,12,"baimaiW-FHVR3"
"974","baimai","W-","FHV",2022-10-31,"R4",3,12,"baimaiW-FHVR4"
"975","baimai","W-","FHV",2022-10-31,"R5",6,12,"baimaiW-FHVR5"
"976","baimai","W-","Ringer",2022-10-31,"R1",11,12,"baimaiW-RingerR1"
"977","baimai","W-","Ringer",2022-10-31,"R2",12,12,"baimaiW-RingerR2"
"978","baimai","W-","Ringer",2022-10-31,"R3",11,12,"baimaiW-RingerR3"
"979","baimai","W-","Ringer",2022-10-31,"R4",12,12,"baimaiW-RingerR4"
"980","baimai","W-","Ringer",2022-10-31,"R5",10,12,"baimaiW-RingerR5"
"981","triauraria","W+","FHV",2022-10-31,"R1",4,12,"triaurariaW+FHVR1"
"982","triauraria","W+","FHV",2022-10-31,"R2",5,12,"triaurariaW+FHVR2"
"983","triauraria","W+","FHV",2022-10-31,"R3",4,12,"triaurariaW+FHVR3"
"984","triauraria","W+","FHV",2022-10-31,"R4",3,12,"triaurariaW+FHVR4"
"985","triauraria","W+","FHV",2022-10-31,"R5",6,12,"triaurariaW+FHVR5"
"986","triauraria","W+","Ringer",2022-10-31,"R1",5,12,"triaurariaW+RingerR1"
"987","triauraria","W+","Ringer",2022-10-31,"R2",5,12,"triaurariaW+RingerR2"
"988","triauraria","W+","Ringer",2022-10-31,"R3",5,12,"triaurariaW+RingerR3"
"989","triauraria","W+","Ringer",2022-10-31,"R4",4,12,"triaurariaW+RingerR4"
"990","triauraria","W+","Ringer",2022-10-31,"R5",7,12,"triaurariaW+RingerR5"
"991","triauraria","W-","FHV",2022-10-31,"R1",6,12,"triaurariaW-FHVR1"
"992","triauraria","W-","FHV",2022-10-31,"R2",4,12,"triaurariaW-FHVR2"
"993","triauraria","W-","FHV",2022-10-31,"R3",4,12,"triaurariaW-FHVR3"
"994","triauraria","W-","FHV",2022-10-31,"R4",4,12,"triaurariaW-FHVR4"
"995","triauraria","W-","FHV",2022-10-31,"R5",8,12,"triaurariaW-FHVR5"
"996","triauraria","W-","Ringer",2022-10-31,"R1",6,12,"triaurariaW-RingerR1"
"997","triauraria","W-","Ringer",2022-10-31,"R2",7,12,"triaurariaW-RingerR2"
"998","triauraria","W-","Ringer",2022-10-31,"R3",6,12,"triaurariaW-RingerR3"
"999","triauraria","W-","Ringer",2022-10-31,"R4",7,12,"triaurariaW-RingerR4"
"1000","triauraria","W-","Ringer",2022-10-31,"R5",3,12,"triaurariaW-RingerR5"
"1001","bocqueti","W+","FHV",2022-11-01,"R1",9,14,"bocquetiW+FHVR1"
"1002","bocqueti","W+","FHV",2022-11-01,"R2",8,14,"bocquetiW+FHVR2"
"1003","bocqueti","W+","FHV",2022-11-01,"R3",10,14,"bocquetiW+FHVR3"
"1004","bocqueti","W+","FHV",2022-11-01,"R4",9,14,"bocquetiW+FHVR4"
"1005","bocqueti","W+","FHV",2022-11-01,"R5",9,14,"bocquetiW+FHVR5"
"1006","bocqueti","W+","Ringer",2022-11-01,"R1",7,14,"bocquetiW+RingerR1"
"1007","bocqueti","W+","Ringer",2022-11-01,"R2",5,14,"bocquetiW+RingerR2"
"1008","bocqueti","W+","Ringer",2022-11-01,"R3",7,14,"bocquetiW+RingerR3"
"1009","bocqueti","W+","Ringer",2022-11-01,"R4",3,14,"bocquetiW+RingerR4"
"1010","bocqueti","W+","Ringer",2022-11-01,"R5",6,14,"bocquetiW+RingerR5"
"1011","bocqueti","W-","FHV",2022-11-01,"R1",4,14,"bocquetiW-FHVR1"
"1012","bocqueti","W-","FHV",2022-11-01,"R2",8,14,"bocquetiW-FHVR2"
"1013","bocqueti","W-","FHV",2022-11-01,"R3",8,14,"bocquetiW-FHVR3"
"1014","bocqueti","W-","FHV",2022-11-01,"R4",8,14,"bocquetiW-FHVR4"
"1015","bocqueti","W-","FHV",2022-11-01,"R5",9,14,"bocquetiW-FHVR5"
"1016","bocqueti","W-","Ringer",2022-11-01,"R1",8,14,"bocquetiW-RingerR1"
"1017","bocqueti","W-","Ringer",2022-11-01,"R2",10,14,"bocquetiW-RingerR2"
"1018","bocqueti","W-","Ringer",2022-11-01,"R3",9,14,"bocquetiW-RingerR3"
"1019","bocqueti","W-","Ringer",2022-11-01,"R4",7,14,"bocquetiW-RingerR4"
"1020","bocqueti","W-","Ringer",2022-11-01,"R5",6,14,"bocquetiW-RingerR5"
"1021","melanogaster","W+","FHV",2022-11-01,"R1",4,14,"melanogasterW+FHVR1"
"1022","melanogaster","W+","FHV",2022-11-01,"R2",2,14,"melanogasterW+FHVR2"
"1023","melanogaster","W+","FHV",2022-11-01,"R3",1,14,"melanogasterW+FHVR3"
"1024","melanogaster","W+","FHV",2022-11-01,"R4",5,14,"melanogasterW+FHVR4"
"1025","melanogaster","W+","FHV",2022-11-01,"R5",3,14,"melanogasterW+FHVR5"
"1026","melanogaster","W+","Ringer",2022-11-01,"R1",9,14,"melanogasterW+RingerR1"
"1027","melanogaster","W+","Ringer",2022-11-01,"R2",11,14,"melanogasterW+RingerR2"
"1028","melanogaster","W+","Ringer",2022-11-01,"R3",14,14,"melanogasterW+RingerR3"
"1029","melanogaster","W+","Ringer",2022-11-01,"R4",9,14,"melanogasterW+RingerR4"
"1030","melanogaster","W+","Ringer",2022-11-01,"R5",12,14,"melanogasterW+RingerR5"
"1031","melanogaster","W-","FHV",2022-11-01,"R1",0,14,"melanogasterW-FHVR1"
"1032","melanogaster","W-","FHV",2022-11-01,"R2",0,14,"melanogasterW-FHVR2"
"1033","melanogaster","W-","FHV",2022-11-01,"R3",1,14,"melanogasterW-FHVR3"
"1034","melanogaster","W-","FHV",2022-11-01,"R4",0,14,"melanogasterW-FHVR4"
"1035","melanogaster","W-","FHV",2022-11-01,"R5",0,14,"melanogasterW-FHVR5"
"1036","melanogaster","W-","Ringer",2022-11-01,"R1",1,14,"melanogasterW-RingerR1"
"1037","melanogaster","W-","Ringer",2022-11-01,"R2",1,14,"melanogasterW-RingerR2"
"1038","melanogaster","W-","Ringer",2022-11-01,"R3",0,14,"melanogasterW-RingerR3"
"1039","melanogaster","W-","Ringer",2022-11-01,"R4",5,14,"melanogasterW-RingerR4"
"1040","melanogaster","W-","Ringer",2022-11-01,"R5",1,14,"melanogasterW-RingerR5"
"1041","baimai","W+","FHV",2022-11-01,"R1",2,13,"baimaiW+FHVR1"
"1042","baimai","W+","FHV",2022-11-01,"R2",1,13,"baimaiW+FHVR2"
"1043","baimai","W+","FHV",2022-11-01,"R3",2,13,"baimaiW+FHVR3"
"1044","baimai","W+","FHV",2022-11-01,"R4",1,13,"baimaiW+FHVR4"
"1045","baimai","W+","FHV",2022-11-01,"R5",4,13,"baimaiW+FHVR5"
"1046","baimai","W+","Ringer",2022-11-01,"R1",9,13,"baimaiW+RingerR1"
"1047","baimai","W+","Ringer",2022-11-01,"R2",9,13,"baimaiW+RingerR2"
"1048","baimai","W+","Ringer",2022-11-01,"R3",11,13,"baimaiW+RingerR3"
"1049","baimai","W+","Ringer",2022-11-01,"R4",14,13,"baimaiW+RingerR4"
"1050","baimai","W+","Ringer",2022-11-01,"R5",13,13,"baimaiW+RingerR5"
"1051","baimai","W-","FHV",2022-11-01,"R1",2,13,"baimaiW-FHVR1"
"1052","baimai","W-","FHV",2022-11-01,"R2",2,13,"baimaiW-FHVR2"
"1053","baimai","W-","FHV",2022-11-01,"R3",2,13,"baimaiW-FHVR3"
"1054","baimai","W-","FHV",2022-11-01,"R4",2,13,"baimaiW-FHVR4"
"1055","baimai","W-","FHV",2022-11-01,"R5",3,13,"baimaiW-FHVR5"
"1056","baimai","W-","Ringer",2022-11-01,"R1",11,13,"baimaiW-RingerR1"
"1057","baimai","W-","Ringer",2022-11-01,"R2",12,13,"baimaiW-RingerR2"
"1058","baimai","W-","Ringer",2022-11-01,"R3",11,13,"baimaiW-RingerR3"
"1059","baimai","W-","Ringer",2022-11-01,"R4",12,13,"baimaiW-RingerR4"
"1060","baimai","W-","Ringer",2022-11-01,"R5",10,13,"baimaiW-RingerR5"
"1061","triauraria","W+","FHV",2022-11-01,"R1",4,13,"triaurariaW+FHVR1"
"1062","triauraria","W+","FHV",2022-11-01,"R2",4,13,"triaurariaW+FHVR2"
"1063","triauraria","W+","FHV",2022-11-01,"R3",4,13,"triaurariaW+FHVR3"
"1064","triauraria","W+","FHV",2022-11-01,"R4",2,13,"triaurariaW+FHVR4"
"1065","triauraria","W+","FHV",2022-11-01,"R5",6,13,"triaurariaW+FHVR5"
"1066","triauraria","W+","Ringer",2022-11-01,"R1",5,13,"triaurariaW+RingerR1"
"1067","triauraria","W+","Ringer",2022-11-01,"R2",5,13,"triaurariaW+RingerR2"
"1068","triauraria","W+","Ringer",2022-11-01,"R3",5,13,"triaurariaW+RingerR3"
"1069","triauraria","W+","Ringer",2022-11-01,"R4",4,13,"triaurariaW+RingerR4"
"1070","triauraria","W+","Ringer",2022-11-01,"R5",7,13,"triaurariaW+RingerR5"
"1071","triauraria","W-","FHV",2022-11-01,"R1",4,13,"triaurariaW-FHVR1"
"1072","triauraria","W-","FHV",2022-11-01,"R2",4,13,"triaurariaW-FHVR2"
"1073","triauraria","W-","FHV",2022-11-01,"R3",4,13,"triaurariaW-FHVR3"
"1074","triauraria","W-","FHV",2022-11-01,"R4",5,13,"triaurariaW-FHVR4"
"1075","triauraria","W-","FHV",2022-11-01,"R5",7,13,"triaurariaW-FHVR5"
"1076","triauraria","W-","Ringer",2022-11-01,"R1",5,13,"triaurariaW-RingerR1"
"1077","triauraria","W-","Ringer",2022-11-01,"R2",7,13,"triaurariaW-RingerR2"
"1078","triauraria","W-","Ringer",2022-11-01,"R3",5,13,"triaurariaW-RingerR3"
"1079","triauraria","W-","Ringer",2022-11-01,"R4",7,13,"triaurariaW-RingerR4"
"1080","triauraria","W-","Ringer",2022-11-01,"R5",3,13,"triaurariaW-RingerR5"
"1081","bocqueti","W+","FHV",2022-11-02,"R1",9,15,"bocquetiW+FHVR1"
"1082","bocqueti","W+","FHV",2022-11-02,"R2",8,15,"bocquetiW+FHVR2"
"1083","bocqueti","W+","FHV",2022-11-02,"R3",10,15,"bocquetiW+FHVR3"
"1084","bocqueti","W+","FHV",2022-11-02,"R4",7,15,"bocquetiW+FHVR4"
"1085","bocqueti","W+","FHV",2022-11-02,"R5",9,15,"bocquetiW+FHVR5"
"1086","bocqueti","W+","Ringer",2022-11-02,"R1",6,15,"bocquetiW+RingerR1"
"1087","bocqueti","W+","Ringer",2022-11-02,"R2",5,15,"bocquetiW+RingerR2"
"1088","bocqueti","W+","Ringer",2022-11-02,"R3",7,15,"bocquetiW+RingerR3"
"1089","bocqueti","W+","Ringer",2022-11-02,"R4",2,15,"bocquetiW+RingerR4"
"1090","bocqueti","W+","Ringer",2022-11-02,"R5",5,15,"bocquetiW+RingerR5"
"1091","bocqueti","W-","FHV",2022-11-02,"R1",4,15,"bocquetiW-FHVR1"
"1092","bocqueti","W-","FHV",2022-11-02,"R2",6,15,"bocquetiW-FHVR2"
"1093","bocqueti","W-","FHV",2022-11-02,"R3",7,15,"bocquetiW-FHVR3"
"1094","bocqueti","W-","FHV",2022-11-02,"R4",7,15,"bocquetiW-FHVR4"
"1095","bocqueti","W-","FHV",2022-11-02,"R5",7,15,"bocquetiW-FHVR5"
"1096","bocqueti","W-","Ringer",2022-11-02,"R1",8,15,"bocquetiW-RingerR1"
"1097","bocqueti","W-","Ringer",2022-11-02,"R2",10,15,"bocquetiW-RingerR2"
"1098","bocqueti","W-","Ringer",2022-11-02,"R3",9,15,"bocquetiW-RingerR3"
"1099","bocqueti","W-","Ringer",2022-11-02,"R4",6,15,"bocquetiW-RingerR4"
"1100","bocqueti","W-","Ringer",2022-11-02,"R5",5,15,"bocquetiW-RingerR5"
"1101","melanogaster","W+","FHV",2022-11-02,"R1",3,15,"melanogasterW+FHVR1"
"1102","melanogaster","W+","FHV",2022-11-02,"R2",2,15,"melanogasterW+FHVR2"
"1103","melanogaster","W+","FHV",2022-11-02,"R3",0,15,"melanogasterW+FHVR3"
"1104","melanogaster","W+","FHV",2022-11-02,"R4",2,15,"melanogasterW+FHVR4"
"1105","melanogaster","W+","FHV",2022-11-02,"R5",2,15,"melanogasterW+FHVR5"
"1106","melanogaster","W+","Ringer",2022-11-02,"R1",9,15,"melanogasterW+RingerR1"
"1107","melanogaster","W+","Ringer",2022-11-02,"R2",11,15,"melanogasterW+RingerR2"
"1108","melanogaster","W+","Ringer",2022-11-02,"R3",14,15,"melanogasterW+RingerR3"
"1109","melanogaster","W+","Ringer",2022-11-02,"R4",9,15,"melanogasterW+RingerR4"
"1110","melanogaster","W+","Ringer",2022-11-02,"R5",12,15,"melanogasterW+RingerR5"
"1111","melanogaster","W-","FHV",2022-11-02,"R1",0,15,"melanogasterW-FHVR1"
"1112","melanogaster","W-","FHV",2022-11-02,"R2",0,15,"melanogasterW-FHVR2"
"1113","melanogaster","W-","FHV",2022-11-02,"R3",1,15,"melanogasterW-FHVR3"
"1114","melanogaster","W-","FHV",2022-11-02,"R4",0,15,"melanogasterW-FHVR4"
"1115","melanogaster","W-","FHV",2022-11-02,"R5",0,15,"melanogasterW-FHVR5"
"1116","melanogaster","W-","Ringer",2022-11-02,"R1",1,15,"melanogasterW-RingerR1"
"1117","melanogaster","W-","Ringer",2022-11-02,"R2",1,15,"melanogasterW-RingerR2"
"1118","melanogaster","W-","Ringer",2022-11-02,"R3",0,15,"melanogasterW-RingerR3"
"1119","melanogaster","W-","Ringer",2022-11-02,"R4",5,15,"melanogasterW-RingerR4"
"1120","melanogaster","W-","Ringer",2022-11-02,"R5",1,15,"melanogasterW-RingerR5"
"1121","baimai","W+","FHV",2022-11-02,"R1",0,14,"baimaiW+FHVR1"
"1122","baimai","W+","FHV",2022-11-02,"R2",0,14,"baimaiW+FHVR2"
"1123","baimai","W+","FHV",2022-11-02,"R3",2,14,"baimaiW+FHVR3"
"1124","baimai","W+","FHV",2022-11-02,"R4",1,14,"baimaiW+FHVR4"
"1125","baimai","W+","FHV",2022-11-02,"R5",0,14,"baimaiW+FHVR5"
"1126","baimai","W+","Ringer",2022-11-02,"R1",8,14,"baimaiW+RingerR1"
"1127","baimai","W+","Ringer",2022-11-02,"R2",9,14,"baimaiW+RingerR2"
"1128","baimai","W+","Ringer",2022-11-02,"R3",11,14,"baimaiW+RingerR3"
"1129","baimai","W+","Ringer",2022-11-02,"R4",14,14,"baimaiW+RingerR4"
"1130","baimai","W+","Ringer",2022-11-02,"R5",13,14,"baimaiW+RingerR5"
"1131","baimai","W-","FHV",2022-11-02,"R1",0,14,"baimaiW-FHVR1"
"1132","baimai","W-","FHV",2022-11-02,"R2",0,14,"baimaiW-FHVR2"
"1133","baimai","W-","FHV",2022-11-02,"R3",0,14,"baimaiW-FHVR3"
"1134","baimai","W-","FHV",2022-11-02,"R4",0,14,"baimaiW-FHVR4"
"1135","baimai","W-","FHV",2022-11-02,"R5",2,14,"baimaiW-FHVR5"
"1136","baimai","W-","Ringer",2022-11-02,"R1",9,14,"baimaiW-RingerR1"
"1137","baimai","W-","Ringer",2022-11-02,"R2",12,14,"baimaiW-RingerR2"
"1138","baimai","W-","Ringer",2022-11-02,"R3",11,14,"baimaiW-RingerR3"
"1139","baimai","W-","Ringer",2022-11-02,"R4",12,14,"baimaiW-RingerR4"
"1140","baimai","W-","Ringer",2022-11-02,"R5",10,14,"baimaiW-RingerR5"
"1141","triauraria","W+","FHV",2022-11-02,"R1",1,14,"triaurariaW+FHVR1"
"1142","triauraria","W+","FHV",2022-11-02,"R2",3,14,"triaurariaW+FHVR2"
"1143","triauraria","W+","FHV",2022-11-02,"R3",4,14,"triaurariaW+FHVR3"
"1144","triauraria","W+","FHV",2022-11-02,"R4",1,14,"triaurariaW+FHVR4"
"1145","triauraria","W+","FHV",2022-11-02,"R5",6,14,"triaurariaW+FHVR5"
"1146","triauraria","W+","Ringer",2022-11-02,"R1",4,14,"triaurariaW+RingerR1"
"1147","triauraria","W+","Ringer",2022-11-02,"R2",5,14,"triaurariaW+RingerR2"
"1148","triauraria","W+","Ringer",2022-11-02,"R3",5,14,"triaurariaW+RingerR3"
"1149","triauraria","W+","Ringer",2022-11-02,"R4",4,14,"triaurariaW+RingerR4"
"1150","triauraria","W+","Ringer",2022-11-02,"R5",7,14,"triaurariaW+RingerR5"
"1151","triauraria","W-","FHV",2022-11-02,"R1",4,14,"triaurariaW-FHVR1"
"1152","triauraria","W-","FHV",2022-11-02,"R2",3,14,"triaurariaW-FHVR2"
"1153","triauraria","W-","FHV",2022-11-02,"R3",1,14,"triaurariaW-FHVR3"
"1154","triauraria","W-","FHV",2022-11-02,"R4",4,14,"triaurariaW-FHVR4"
"1155","triauraria","W-","FHV",2022-11-02,"R5",5,14,"triaurariaW-FHVR5"
"1156","triauraria","W-","Ringer",2022-11-02,"R1",6,14,"triaurariaW-RingerR1"
"1157","triauraria","W-","Ringer",2022-11-02,"R2",7,14,"triaurariaW-RingerR2"
"1158","triauraria","W-","Ringer",2022-11-02,"R3",5,14,"triaurariaW-RingerR3"
"1159","triauraria","W-","Ringer",2022-11-02,"R4",7,14,"triaurariaW-RingerR4"
"1160","triauraria","W-","Ringer",2022-11-02,"R5",3,14,"triaurariaW-RingerR5"
"1161","bocqueti","W+","FHV",2022-11-03,"R1",9,16,"bocquetiW+FHVR1"
"1162","bocqueti","W+","FHV",2022-11-03,"R2",8,16,"bocquetiW+FHVR2"
"1163","bocqueti","W+","FHV",2022-11-03,"R3",10,16,"bocquetiW+FHVR3"
"1164","bocqueti","W+","FHV",2022-11-03,"R4",9,16,"bocquetiW+FHVR4"
"1165","bocqueti","W+","FHV",2022-11-03,"R5",9,16,"bocquetiW+FHVR5"
"1166","bocqueti","W+","Ringer",2022-11-03,"R1",7,16,"bocquetiW+RingerR1"
"1167","bocqueti","W+","Ringer",2022-11-03,"R2",5,16,"bocquetiW+RingerR2"
"1168","bocqueti","W+","Ringer",2022-11-03,"R3",7,16,"bocquetiW+RingerR3"
"1169","bocqueti","W+","Ringer",2022-11-03,"R4",3,16,"bocquetiW+RingerR4"
"1170","bocqueti","W+","Ringer",2022-11-03,"R5",6,16,"bocquetiW+RingerR5"
"1171","bocqueti","W-","FHV",2022-11-03,"R1",4,16,"bocquetiW-FHVR1"
"1172","bocqueti","W-","FHV",2022-11-03,"R2",8,16,"bocquetiW-FHVR2"
"1173","bocqueti","W-","FHV",2022-11-03,"R3",8,16,"bocquetiW-FHVR3"
"1174","bocqueti","W-","FHV",2022-11-03,"R4",8,16,"bocquetiW-FHVR4"
"1175","bocqueti","W-","FHV",2022-11-03,"R5",9,16,"bocquetiW-FHVR5"
"1176","bocqueti","W-","Ringer",2022-11-03,"R1",8,16,"bocquetiW-RingerR1"
"1177","bocqueti","W-","Ringer",2022-11-03,"R2",10,16,"bocquetiW-RingerR2"
"1178","bocqueti","W-","Ringer",2022-11-03,"R3",9,16,"bocquetiW-RingerR3"
"1179","bocqueti","W-","Ringer",2022-11-03,"R4",7,16,"bocquetiW-RingerR4"
"1180","bocqueti","W-","Ringer",2022-11-03,"R5",6,16,"bocquetiW-RingerR5"
"1181","melanogaster","W+","FHV",2022-11-03,"R1",3,16,"melanogasterW+FHVR1"
"1182","melanogaster","W+","FHV",2022-11-03,"R2",1,16,"melanogasterW+FHVR2"
"1183","melanogaster","W+","FHV",2022-11-03,"R3",0,16,"melanogasterW+FHVR3"
"1184","melanogaster","W+","FHV",2022-11-03,"R4",2,16,"melanogasterW+FHVR4"
"1185","melanogaster","W+","FHV",2022-11-03,"R5",1,16,"melanogasterW+FHVR5"
"1186","melanogaster","W+","Ringer",2022-11-03,"R1",8,16,"melanogasterW+RingerR1"
"1187","melanogaster","W+","Ringer",2022-11-03,"R2",11,16,"melanogasterW+RingerR2"
"1188","melanogaster","W+","Ringer",2022-11-03,"R3",14,16,"melanogasterW+RingerR3"
"1189","melanogaster","W+","Ringer",2022-11-03,"R4",9,16,"melanogasterW+RingerR4"
"1190","melanogaster","W+","Ringer",2022-11-03,"R5",12,16,"melanogasterW+RingerR5"
"1191","melanogaster","W-","FHV",2022-11-03,"R1",0,16,"melanogasterW-FHVR1"
"1192","melanogaster","W-","FHV",2022-11-03,"R2",0,16,"melanogasterW-FHVR2"
"1193","melanogaster","W-","FHV",2022-11-03,"R3",1,16,"melanogasterW-FHVR3"
"1194","melanogaster","W-","FHV",2022-11-03,"R4",0,16,"melanogasterW-FHVR4"
"1195","melanogaster","W-","FHV",2022-11-03,"R5",0,16,"melanogasterW-FHVR5"
"1196","melanogaster","W-","Ringer",2022-11-03,"R1",1,16,"melanogasterW-RingerR1"
"1197","melanogaster","W-","Ringer",2022-11-03,"R2",1,16,"melanogasterW-RingerR2"
"1198","melanogaster","W-","Ringer",2022-11-03,"R3",0,16,"melanogasterW-RingerR3"
"1199","melanogaster","W-","Ringer",2022-11-03,"R4",5,16,"melanogasterW-RingerR4"
"1200","melanogaster","W-","Ringer",2022-11-03,"R5",1,16,"melanogasterW-RingerR5"
"1201","baimai","W+","FHV",2022-11-03,"R1",0,15,"baimaiW+FHVR1"
"1202","baimai","W+","FHV",2022-11-03,"R2",1,15,"baimaiW+FHVR2"
"1203","baimai","W+","FHV",2022-11-03,"R3",2,15,"baimaiW+FHVR3"
"1204","baimai","W+","FHV",2022-11-03,"R4",0,15,"baimaiW+FHVR4"
"1205","baimai","W+","FHV",2022-11-03,"R5",0,15,"baimaiW+FHVR5"
"1206","baimai","W+","Ringer",2022-11-03,"R1",8,15,"baimaiW+RingerR1"
"1207","baimai","W+","Ringer",2022-11-03,"R2",9,15,"baimaiW+RingerR2"
"1208","baimai","W+","Ringer",2022-11-03,"R3",11,15,"baimaiW+RingerR3"
"1209","baimai","W+","Ringer",2022-11-03,"R4",14,15,"baimaiW+RingerR4"
"1210","baimai","W+","Ringer",2022-11-03,"R5",13,15,"baimaiW+RingerR5"
"1211","baimai","W-","FHV",2022-11-03,"R1",0,15,"baimaiW-FHVR1"
"1212","baimai","W-","FHV",2022-11-03,"R2",0,15,"baimaiW-FHVR2"
"1213","baimai","W-","FHV",2022-11-03,"R3",0,15,"baimaiW-FHVR3"
"1214","baimai","W-","FHV",2022-11-03,"R4",0,15,"baimaiW-FHVR4"
"1215","baimai","W-","FHV",2022-11-03,"R5",0,15,"baimaiW-FHVR5"
