"","especie","wolbachia","tratamento","data","replica","sobreviventes","DPI","catg"
"608","bocqueti","W+","Ringer",2022-10-27,"R3",12,9,"bocquetiW+RingerR3"
"609","bocqueti","W+","Ringer",2022-10-27,"R4",7,9,"bocquetiW+RingerR4"
"610","bocqueti","W+","Ringer",2022-10-27,"R5",9,9,"bocquetiW+RingerR5"
"611","bocqueti","W-","FHV",2022-10-27,"R1",7,9,"bocquetiW-FHVR1"
"612","bocqueti","W-","FHV",2022-10-27,"R2",11,9,"bocquetiW-FHVR2"
"613","bocqueti","W-","FHV",2022-10-27,"R3",8,9,"bocquetiW-FHVR3"
"614","bocqueti","W-","FHV",2022-10-27,"R4",10,9,"bocquetiW-FHVR4"
"615","bocqueti","W-","FHV",2022-10-27,"R5",10,9,"bocquetiW-FHVR5"
"616","bocqueti","W-","Ringer",2022-10-27,"R1",11,9,"bocquetiW-RingerR1"
"617","bocqueti","W-","Ringer",2022-10-27,"R2",12,9,"bocquetiW-RingerR2"
"618","bocqueti","W-","Ringer",2022-10-27,"R3",12,9,"bocquetiW-RingerR3"
"619","bocqueti","W-","Ringer",2022-10-27,"R4",8,9,"bocquetiW-RingerR4"
"620","bocqueti","W-","Ringer",2022-10-27,"R5",6,9,"bocquetiW-RingerR5"
"621","melanogaster","W+","FHV",2022-10-27,"R1",11,9,"melanogasterW+FHVR1"
"622","melanogaster","W+","FHV",2022-10-27,"R2",15,9,"melanogasterW+FHVR2"
"623","melanogaster","W+","FHV",2022-10-27,"R3",12,9,"melanogasterW+FHVR3"
"624","melanogaster","W+","FHV",2022-10-27,"R4",13,9,"melanogasterW+FHVR4"
"625","melanogaster","W+","FHV",2022-10-27,"R5",13,9,"melanogasterW+FHVR5"
"626","melanogaster","W+","Ringer",2022-10-27,"R1",11,9,"melanogasterW+RingerR1"
"627","melanogaster","W+","Ringer",2022-10-27,"R2",12,9,"melanogasterW+RingerR2"
"628","melanogaster","W+","Ringer",2022-10-27,"R3",13,9,"melanogasterW+RingerR3"
"629","melanogaster","W+","Ringer",2022-10-27,"R4",13,9,"melanogasterW+RingerR4"
"630","melanogaster","W+","Ringer",2022-10-27,"R5",13,9,"melanogasterW+RingerR5"
"631","melanogaster","W-","FHV",2022-10-27,"R1",13,9,"melanogasterW-FHVR1"
"632","melanogaster","W-","FHV",2022-10-27,"R2",10,9,"melanogasterW-FHVR2"
"633","melanogaster","W-","FHV",2022-10-27,"R3",8,9,"melanogasterW-FHVR3"
"634","melanogaster","W-","FHV",2022-10-27,"R4",9,9,"melanogasterW-FHVR4"
"635","melanogaster","W-","FHV",2022-10-27,"R5",2,9,"melanogasterW-FHVR5"
"636","melanogaster","W-","Ringer",2022-10-27,"R1",4,9,"melanogasterW-RingerR1"
"637","melanogaster","W-","Ringer",2022-10-27,"R2",3,9,"melanogasterW-RingerR2"
"638","melanogaster","W-","Ringer",2022-10-27,"R3",8,9,"melanogasterW-RingerR3"
"639","melanogaster","W-","Ringer",2022-10-27,"R4",11,9,"melanogasterW-RingerR4"
"640","melanogaster","W-","Ringer",2022-10-27,"R5",5,9,"melanogasterW-RingerR5"
"641","baimai","W+","FHV",2022-10-27,"R1",12,8,"baimaiW+FHVR1"
"642","baimai","W+","FHV",2022-10-27,"R2",13,8,"baimaiW+FHVR2"
"643","baimai","W+","FHV",2022-10-27,"R3",12,8,"baimaiW+FHVR3"
"644","baimai","W+","FHV",2022-10-27,"R4",12,8,"baimaiW+FHVR4"
"645","baimai","W+","FHV",2022-10-27,"R5",10,8,"baimaiW+FHVR5"
"646","baimai","W+","Ringer",2022-10-27,"R1",10,8,"baimaiW+RingerR1"
"647","baimai","W+","Ringer",2022-10-27,"R2",10,8,"baimaiW+RingerR2"
"648","baimai","W+","Ringer",2022-10-27,"R3",11,8,"baimaiW+RingerR3"
"649","baimai","W+","Ringer",2022-10-27,"R4",14,8,"baimaiW+RingerR4"
"650","baimai","W+","Ringer",2022-10-27,"R5",13,8,"baimaiW+RingerR5"
"651","baimai","W-","FHV",2022-10-27,"R1",14,8,"baimaiW-FHVR1"
"652","baimai","W-","FHV",2022-10-27,"R2",14,8,"baimaiW-FHVR2"
"653","baimai","W-","FHV",2022-10-27,"R3",13,8,"baimaiW-FHVR3"
"654","baimai","W-","FHV",2022-10-27,"R4",11,8,"baimaiW-FHVR4"
"655","baimai","W-","FHV",2022-10-27,"R5",14,8,"baimaiW-FHVR5"
"656","baimai","W-","Ringer",2022-10-27,"R1",12,8,"baimaiW-RingerR1"
"657","baimai","W-","Ringer",2022-10-27,"R2",13,8,"baimaiW-RingerR2"
"658","baimai","W-","Ringer",2022-10-27,"R3",12,8,"baimaiW-RingerR3"
"659","baimai","W-","Ringer",2022-10-27,"R4",12,8,"baimaiW-RingerR4"
"660","baimai","W-","Ringer",2022-10-27,"R5",10,8,"baimaiW-RingerR5"
"661","triauraria","W+","FHV",2022-10-27,"R1",4,8,"triaurariaW+FHVR1"
"662","triauraria","W+","FHV",2022-10-27,"R2",6,8,"triaurariaW+FHVR2"
"663","triauraria","W+","FHV",2022-10-27,"R3",5,8,"triaurariaW+FHVR3"
"664","triauraria","W+","FHV",2022-10-27,"R4",6,8,"triaurariaW+FHVR4"
"665","triauraria","W+","FHV",2022-10-27,"R5",7,8,"triaurariaW+FHVR5"
"666","triauraria","W+","Ringer",2022-10-27,"R1",7,8,"triaurariaW+RingerR1"
"667","triauraria","W+","Ringer",2022-10-27,"R2",5,8,"triaurariaW+RingerR2"
"668","triauraria","W+","Ringer",2022-10-27,"R3",6,8,"triaurariaW+RingerR3"
"669","triauraria","W+","Ringer",2022-10-27,"R4",4,8,"triaurariaW+RingerR4"
"670","triauraria","W+","Ringer",2022-10-27,"R5",8,8,"triaurariaW+RingerR5"
"671","triauraria","W-","FHV",2022-10-27,"R1",6,8,"triaurariaW-FHVR1"
"672","triauraria","W-","FHV",2022-10-27,"R2",5,8,"triaurariaW-FHVR2"
"673","triauraria","W-","FHV",2022-10-27,"R3",10,8,"triaurariaW-FHVR3"
"674","triauraria","W-","FHV",2022-10-27,"R4",8,8,"triaurariaW-FHVR4"
"675","triauraria","W-","FHV",2022-10-27,"R5",8,8,"triaurariaW-FHVR5"
"676","triauraria","W-","Ringer",2022-10-27,"R1",7,8,"triaurariaW-RingerR1"
"677","triauraria","W-","Ringer",2022-10-27,"R2",8,8,"triaurariaW-RingerR2"
"678","triauraria","W-","Ringer",2022-10-27,"R3",6,8,"triaurariaW-RingerR3"
"679","triauraria","W-","Ringer",2022-10-27,"R4",8,8,"triaurariaW-RingerR4"
"680","triauraria","W-","Ringer",2022-10-27,"R5",3,8,"triaurariaW-RingerR5"
"681","bocqueti","W+","FHV",2022-10-28,"R1",9,10,"bocquetiW+FHVR1"
"682","bocqueti","W+","FHV",2022-10-28,"R2",8,10,"bocquetiW+FHVR2"
"683","bocqueti","W+","FHV",2022-10-28,"R3",10,10,"bocquetiW+FHVR3"
"684","bocqueti","W+","FHV",2022-10-28,"R4",9,10,"bocquetiW+FHVR4"
"685","bocqueti","W+","FHV",2022-10-28,"R5",9,10,"bocquetiW+FHVR5"
"686","bocqueti","W+","Ringer",2022-10-28,"R1",9,10,"bocquetiW+RingerR1"
"687","bocqueti","W+","Ringer",2022-10-28,"R2",6,10,"bocquetiW+RingerR2"
"688","bocqueti","W+","Ringer",2022-10-28,"R3",8,10,"bocquetiW+RingerR3"
"689","bocqueti","W+","Ringer",2022-10-28,"R4",4,10,"bocquetiW+RingerR4"
"690","bocqueti","W+","Ringer",2022-10-28,"R5",7,10,"bocquetiW+RingerR5"
"691","bocqueti","W-","FHV",2022-10-28,"R1",5,10,"bocquetiW-FHVR1"
"692","bocqueti","W-","FHV",2022-10-28,"R2",11,10,"bocquetiW-FHVR2"
"693","bocqueti","W-","FHV",2022-10-28,"R3",8,10,"bocquetiW-FHVR3"
"694","bocqueti","W-","FHV",2022-10-28,"R4",9,10,"bocquetiW-FHVR4"
"695","bocqueti","W-","FHV",2022-10-28,"R5",10,10,"bocquetiW-FHVR5"
"696","bocqueti","W-","Ringer",2022-10-28,"R1",10,10,"bocquetiW-RingerR1"
"697","bocqueti","W-","Ringer",2022-10-28,"R2",12,10,"bocquetiW-RingerR2"
"698","bocqueti","W-","Ringer",2022-10-28,"R3",12,10,"bocquetiW-RingerR3"
"699","bocqueti","W-","Ringer",2022-10-28,"R4",7,10,"bocquetiW-RingerR4"
"700","bocqueti","W-","Ringer",2022-10-28,"R5",6,10,"bocquetiW-RingerR5"
"701","melanogaster","W+","FHV",2022-10-28,"R1",8,10,"melanogasterW+FHVR1"
"702","melanogaster","W+","FHV",2022-10-28,"R2",13,10,"melanogasterW+FHVR2"
"703","melanogaster","W+","FHV",2022-10-28,"R3",12,10,"melanogasterW+FHVR3"
"704","melanogaster","W+","FHV",2022-10-28,"R4",12,10,"melanogasterW+FHVR4"
"705","melanogaster","W+","FHV",2022-10-28,"R5",10,10,"melanogasterW+FHVR5"
"706","melanogaster","W+","Ringer",2022-10-28,"R1",11,10,"melanogasterW+RingerR1"
"707","melanogaster","W+","Ringer",2022-10-28,"R2",12,10,"melanogasterW+RingerR2"
"708","melanogaster","W+","Ringer",2022-10-28,"R3",14,10,"melanogasterW+RingerR3"
"709","melanogaster","W+","Ringer",2022-10-28,"R4",11,10,"melanogasterW+RingerR4"
"710","melanogaster","W+","Ringer",2022-10-28,"R5",12,10,"melanogasterW+RingerR5"
"711","melanogaster","W-","FHV",2022-10-28,"R1",2,10,"melanogasterW-FHVR1"
"712","melanogaster","W-","FHV",2022-10-28,"R2",2,10,"melanogasterW-FHVR2"
"713","melanogaster","W-","FHV",2022-10-28,"R3",4,10,"melanogasterW-FHVR3"
"714","melanogaster","W-","FHV",2022-10-28,"R4",2,10,"melanogasterW-FHVR4"
"715","melanogaster","W-","FHV",2022-10-28,"R5",1,10,"melanogasterW-FHVR5"
"716","melanogaster","W-","Ringer",2022-10-28,"R1",3,10,"melanogasterW-RingerR1"
"717","melanogaster","W-","Ringer",2022-10-28,"R2",2,10,"melanogasterW-RingerR2"
"718","melanogaster","W-","Ringer",2022-10-28,"R3",4,10,"melanogasterW-RingerR3"
"719","melanogaster","W-","Ringer",2022-10-28,"R4",10,10,"melanogasterW-RingerR4"
"720","melanogaster","W-","Ringer",2022-10-28,"R5",4,10,"melanogasterW-RingerR5"
"721","baimai","W+","FHV",2022-10-28,"R1",11,9,"baimaiW+FHVR1"
"722","baimai","W+","FHV",2022-10-28,"R2",11,9,"baimaiW+FHVR2"
"723","baimai","W+","FHV",2022-10-28,"R3",9,9,"baimaiW+FHVR3"
"724","baimai","W+","FHV",2022-10-28,"R4",6,9,"baimaiW+FHVR4"
"725","baimai","W+","FHV",2022-10-28,"R5",10,9,"baimaiW+FHVR5"
"726","baimai","W+","Ringer",2022-10-28,"R1",10,9,"baimaiW+RingerR1"
"727","baimai","W+","Ringer",2022-10-28,"R2",9,9,"baimaiW+RingerR2"
"728","baimai","W+","Ringer",2022-10-28,"R3",11,9,"baimaiW+RingerR3"
"729","baimai","W+","Ringer",2022-10-28,"R4",14,9,"baimaiW+RingerR4"
"730","baimai","W+","Ringer",2022-10-28,"R5",13,9,"baimaiW+RingerR5"
"731","baimai","W-","FHV",2022-10-28,"R1",12,9,"baimaiW-FHVR1"
"732","baimai","W-","FHV",2022-10-28,"R2",12,9,"baimaiW-FHVR2"
"733","baimai","W-","FHV",2022-10-28,"R3",11,9,"baimaiW-FHVR3"
"734","baimai","W-","FHV",2022-10-28,"R4",10,9,"baimaiW-FHVR4"
"735","baimai","W-","FHV",2022-10-28,"R5",14,9,"baimaiW-FHVR5"
"736","baimai","W-","Ringer",2022-10-28,"R1",11,9,"baimaiW-RingerR1"
"737","baimai","W-","Ringer",2022-10-28,"R2",13,9,"baimaiW-RingerR2"
"738","baimai","W-","Ringer",2022-10-28,"R3",11,9,"baimaiW-RingerR3"
"739","baimai","W-","Ringer",2022-10-28,"R4",12,9,"baimaiW-RingerR4"
"740","baimai","W-","Ringer",2022-10-28,"R5",10,9,"baimaiW-RingerR5"
"741","triauraria","W+","FHV",2022-10-28,"R1",4,9,"triaurariaW+FHVR1"
"742","triauraria","W+","FHV",2022-10-28,"R2",6,9,"triaurariaW+FHVR2"
"743","triauraria","W+","FHV",2022-10-28,"R3",6,9,"triaurariaW+FHVR3"
"744","triauraria","W+","FHV",2022-10-28,"R4",6,9,"triaurariaW+FHVR4"
"745","triauraria","W+","FHV",2022-10-28,"R5",7,9,"triaurariaW+FHVR5"
"746","triauraria","W+","Ringer",2022-10-28,"R1",6,9,"triaurariaW+RingerR1"
"747","triauraria","W+","Ringer",2022-10-28,"R2",5,9,"triaurariaW+RingerR2"
"748","triauraria","W+","Ringer",2022-10-28,"R3",6,9,"triaurariaW+RingerR3"
"749","triauraria","W+","Ringer",2022-10-28,"R4",4,9,"triaurariaW+RingerR4"
"750","triauraria","W+","Ringer",2022-10-28,"R5",7,9,"triaurariaW+RingerR5"
"751","triauraria","W-","FHV",2022-10-28,"R1",6,9,"triaurariaW-FHVR1"
"752","triauraria","W-","FHV",2022-10-28,"R2",5,9,"triaurariaW-FHVR2"
"753","triauraria","W-","FHV",2022-10-28,"R3",9,9,"triaurariaW-FHVR3"
"754","triauraria","W-","FHV",2022-10-28,"R4",6,9,"triaurariaW-FHVR4"
"755","triauraria","W-","FHV",2022-10-28,"R5",8,9,"triaurariaW-FHVR5"
"756","triauraria","W-","Ringer",2022-10-28,"R1",7,9,"triaurariaW-RingerR1"
"757","triauraria","W-","Ringer",2022-10-28,"R2",7,9,"triaurariaW-RingerR2"
"758","triauraria","W-","Ringer",2022-10-28,"R3",6,9,"triaurariaW-RingerR3"
"759","triauraria","W-","Ringer",2022-10-28,"R4",7,9,"triaurariaW-RingerR4"
"760","triauraria","W-","Ringer",2022-10-28,"R5",3,9,"triaurariaW-RingerR5"
"761","bocqueti","W+","FHV",2022-10-29,"R1",9,11,"bocquetiW+FHVR1"
"762","bocqueti","W+","FHV",2022-10-29,"R2",8,11,"bocquetiW+FHVR2"
"763","bocqueti","W+","FHV",2022-10-29,"R3",10,11,"bocquetiW+FHVR3"
"764","bocqueti","W+","FHV",2022-10-29,"R4",9,11,"bocquetiW+FHVR4"
"765","bocqueti","W+","FHV",2022-10-29,"R5",9,11,"bocquetiW+FHVR5"
"766","bocqueti","W+","Ringer",2022-10-29,"R1",9,11,"bocquetiW+RingerR1"
"767","bocqueti","W+","Ringer",2022-10-29,"R2",6,11,"bocquetiW+RingerR2"
"768","bocqueti","W+","Ringer",2022-10-29,"R3",7,11,"bocquetiW+RingerR3"
"769","bocqueti","W+","Ringer",2022-10-29,"R4",3,11,"bocquetiW+RingerR4"
"770","bocqueti","W+","Ringer",2022-10-29,"R5",6,11,"bocquetiW+RingerR5"
"771","bocqueti","W-","FHV",2022-10-29,"R1",5,11,"bocquetiW-FHVR1"
"772","bocqueti","W-","FHV",2022-10-29,"R2",10,11,"bocquetiW-FHVR2"
"773","bocqueti","W-","FHV",2022-10-29,"R3",8,11,"bocquetiW-FHVR3"
"774","bocqueti","W-","FHV",2022-10-29,"R4",8,11,"bocquetiW-FHVR4"
"775","bocqueti","W-","FHV",2022-10-29,"R5",9,11,"bocquetiW-FHVR5"
"776","bocqueti","W-","Ringer",2022-10-29,"R1",9,11,"bocquetiW-RingerR1"
"777","bocqueti","W-","Ringer",2022-10-29,"R2",11,11,"bocquetiW-RingerR2"
"778","bocqueti","W-","Ringer",2022-10-29,"R3",9,11,"bocquetiW-RingerR3"
"779","bocqueti","W-","Ringer",2022-10-29,"R4",7,11,"bocquetiW-RingerR4"
"780","bocqueti","W-","Ringer",2022-10-29,"R5",6,11,"bocquetiW-RingerR5"
"781","melanogaster","W+","FHV",2022-10-29,"R1",5,11,"melanogasterW+FHVR1"
"782","melanogaster","W+","FHV",2022-10-29,"R2",9,11,"melanogasterW+FHVR2"
"783","melanogaster","W+","FHV",2022-10-29,"R3",8,11,"melanogasterW+FHVR3"
"784","melanogaster","W+","FHV",2022-10-29,"R4",8,11,"melanogasterW+FHVR4"
"785","melanogaster","W+","FHV",2022-10-29,"R5",8,11,"melanogasterW+FHVR5"
"786","melanogaster","W+","Ringer",2022-10-29,"R1",10,11,"melanogasterW+RingerR1"
"787","melanogaster","W+","Ringer",2022-10-29,"R2",12,11,"melanogasterW+RingerR2"
"788","melanogaster","W+","Ringer",2022-10-29,"R3",14,11,"melanogasterW+RingerR3"
"789","melanogaster","W+","Ringer",2022-10-29,"R4",11,11,"melanogasterW+RingerR4"
"790","melanogaster","W+","Ringer",2022-10-29,"R5",12,11,"melanogasterW+RingerR5"
"791","melanogaster","W-","FHV",2022-10-29,"R1",0,11,"melanogasterW-FHVR1"
"792","melanogaster","W-","FHV",2022-10-29,"R2",0,11,"melanogasterW-FHVR2"
"793","melanogaster","W-","FHV",2022-10-29,"R3",1,11,"melanogasterW-FHVR3"
"794","melanogaster","W-","FHV",2022-10-29,"R4",0,11,"melanogasterW-FHVR4"
"795","melanogaster","W-","FHV",2022-10-29,"R5",0,11,"melanogasterW-FHVR5"
"796","melanogaster","W-","Ringer",2022-10-29,"R1",2,11,"melanogasterW-RingerR1"
"797","melanogaster","W-","Ringer",2022-10-29,"R2",2,11,"melanogasterW-RingerR2"
"798","melanogaster","W-","Ringer",2022-10-29,"R3",3,11,"melanogasterW-RingerR3"
"799","melanogaster","W-","Ringer",2022-10-29,"R4",9,11,"melanogasterW-RingerR4"
"800","melanogaster","W-","Ringer",2022-10-29,"R5",2,11,"melanogasterW-RingerR5"
"801","baimai","W+","FHV",2022-10-29,"R1",3,10,"baimaiW+FHVR1"
"802","baimai","W+","FHV",2022-10-29,"R2",4,10,"baimaiW+FHVR2"
"803","baimai","W+","FHV",2022-10-29,"R3",3,10,"baimaiW+FHVR3"
"804","baimai","W+","FHV",2022-10-29,"R4",4,10,"baimaiW+FHVR4"
"805","baimai","W+","FHV",2022-10-29,"R5",6,10,"baimaiW+FHVR5"
"806","baimai","W+","Ringer",2022-10-29,"R1",9,10,"baimaiW+RingerR1"
"807","baimai","W+","Ringer",2022-10-29,"R2",9,10,"baimaiW+RingerR2"
"808","baimai","W+","Ringer",2022-10-29,"R3",11,10,"baimaiW+RingerR3"
"809","baimai","W+","Ringer",2022-10-29,"R4",14,10,"baimaiW+RingerR4"
"810","baimai","W+","Ringer",2022-10-29,"R5",13,10,"baimaiW+RingerR5"
"811","baimai","W-","FHV",2022-10-29,"R1",10,10,"baimaiW-FHVR1"
"812","baimai","W-","FHV",2022-10-29,"R2",5,10,"baimaiW-FHVR2"
"813","baimai","W-","FHV",2022-10-29,"R3",7,10,"baimaiW-FHVR3"
"814","baimai","W-","FHV",2022-10-29,"R4",3,10,"baimaiW-FHVR4"
"815","baimai","W-","FHV",2022-10-29,"R5",9,10,"baimaiW-FHVR5"
"816","baimai","W-","Ringer",2022-10-29,"R1",11,10,"baimaiW-RingerR1"
"817","baimai","W-","Ringer",2022-10-29,"R2",13,10,"baimaiW-RingerR2"
"818","baimai","W-","Ringer",2022-10-29,"R3",10,10,"baimaiW-RingerR3"
"819","baimai","W-","Ringer",2022-10-29,"R4",11,10,"baimaiW-RingerR4"
"820","baimai","W-","Ringer",2022-10-29,"R5",10,10,"baimaiW-RingerR5"
"821","triauraria","W+","FHV",2022-10-29,"R1",4,10,"triaurariaW+FHVR1"
"822","triauraria","W+","FHV",2022-10-29,"R2",5,10,"triaurariaW+FHVR2"
"823","triauraria","W+","FHV",2022-10-29,"R3",6,10,"triaurariaW+FHVR3"
"824","triauraria","W+","FHV",2022-10-29,"R4",6,10,"triaurariaW+FHVR4"
"825","triauraria","W+","FHV",2022-10-29,"R5",5,10,"triaurariaW+FHVR5"
"826","triauraria","W+","Ringer",2022-10-29,"R1",6,10,"triaurariaW+RingerR1"
"827","triauraria","W+","Ringer",2022-10-29,"R2",5,10,"triaurariaW+RingerR2"
"828","triauraria","W+","Ringer",2022-10-29,"R3",5,10,"triaurariaW+RingerR3"
"829","triauraria","W+","Ringer",2022-10-29,"R4",4,10,"triaurariaW+RingerR4"
"830","triauraria","W+","Ringer",2022-10-29,"R5",6,10,"triaurariaW+RingerR5"
"831","triauraria","W-","FHV",2022-10-29,"R1",6,10,"triaurariaW-FHVR1"
"832","triauraria","W-","FHV",2022-10-29,"R2",5,10,"triaurariaW-FHVR2"
"833","triauraria","W-","FHV",2022-10-29,"R3",8,10,"triaurariaW-FHVR3"
"834","triauraria","W-","FHV",2022-10-29,"R4",5,10,"triaurariaW-FHVR4"
"835","triauraria","W-","FHV",2022-10-29,"R5",8,10,"triaurariaW-FHVR5"
"836","triauraria","W-","Ringer",2022-10-29,"R1",6,10,"triaurariaW-RingerR1"
"837","triauraria","W-","Ringer",2022-10-29,"R2",7,10,"triaurariaW-RingerR2"
"838","triauraria","W-","Ringer",2022-10-29,"R3",6,10,"triaurariaW-RingerR3"
"839","triauraria","W-","Ringer",2022-10-29,"R4",7,10,"triaurariaW-RingerR4"
"840","triauraria","W-","Ringer",2022-10-29,"R5",3,10,"triaurariaW-RingerR5"
"841","bocqueti","W+","FHV",2022-10-30,"R1",9,12,"bocquetiW+FHVR1"
"842","bocqueti","W+","FHV",2022-10-30,"R2",8,12,"bocquetiW+FHVR2"
"843","bocqueti","W+","FHV",2022-10-30,"R3",10,12,"bocquetiW+FHVR3"
"844","bocqueti","W+","FHV",2022-10-30,"R4",9,12,"bocquetiW+FHVR4"
"845","bocqueti","W+","FHV",2022-10-30,"R5",9,12,"bocquetiW+FHVR5"
"846","bocqueti","W+","Ringer",2022-10-30,"R1",8,12,"bocquetiW+RingerR1"
"847","bocqueti","W+","Ringer",2022-10-30,"R2",5,12,"bocquetiW+RingerR2"
"848","bocqueti","W+","Ringer",2022-10-30,"R3",7,12,"bocquetiW+RingerR3"
"849","bocqueti","W+","Ringer",2022-10-30,"R4",3,12,"bocquetiW+RingerR4"
"850","bocqueti","W+","Ringer",2022-10-30,"R5",6,12,"bocquetiW+RingerR5"
"851","bocqueti","W-","FHV",2022-10-30,"R1",6,12,"bocquetiW-FHVR1"
"852","bocqueti","W-","FHV",2022-10-30,"R2",8,12,"bocquetiW-FHVR2"
"853","bocqueti","W-","FHV",2022-10-30,"R3",8,12,"bocquetiW-FHVR3"
"854","bocqueti","W-","FHV",2022-10-30,"R4",8,12,"bocquetiW-FHVR4"
"855","bocqueti","W-","FHV",2022-10-30,"R5",9,12,"bocquetiW-FHVR5"
"856","bocqueti","W-","Ringer",2022-10-30,"R1",9,12,"bocquetiW-RingerR1"
"857","bocqueti","W-","Ringer",2022-10-30,"R2",11,12,"bocquetiW-RingerR2"
"858","bocqueti","W-","Ringer",2022-10-30,"R3",8,12,"bocquetiW-RingerR3"
"859","bocqueti","W-","Ringer",2022-10-30,"R4",7,12,"bocquetiW-RingerR4"
"860","bocqueti","W-","Ringer",2022-10-30,"R5",6,12,"bocquetiW-RingerR5"
"861","melanogaster","W+","FHV",2022-10-30,"R1",4,12,"melanogasterW+FHVR1"
"862","melanogaster","W+","FHV",2022-10-30,"R2",3,12,"melanogasterW+FHVR2"
"863","melanogaster","W+","FHV",2022-10-30,"R3",2,12,"melanogasterW+FHVR3"
"864","melanogaster","W+","FHV",2022-10-30,"R4",6,12,"melanogasterW+FHVR4"
"865","melanogaster","W+","FHV",2022-10-30,"R5",3,12,"melanogasterW+FHVR5"
"866","melanogaster","W+","Ringer",2022-10-30,"R1",10,12,"melanogasterW+RingerR1"
"867","melanogaster","W+","Ringer",2022-10-30,"R2",11,12,"melanogasterW+RingerR2"
"868","melanogaster","W+","Ringer",2022-10-30,"R3",14,12,"melanogasterW+RingerR3"
"869","melanogaster","W+","Ringer",2022-10-30,"R4",9,12,"melanogasterW+RingerR4"
"870","melanogaster","W+","Ringer",2022-10-30,"R5",12,12,"melanogasterW+RingerR5"
"871","melanogaster","W-","FHV",2022-10-30,"R1",0,12,"melanogasterW-FHVR1"
"872","melanogaster","W-","FHV",2022-10-30,"R2",0,12,"melanogasterW-FHVR2"
"873","melanogaster","W-","FHV",2022-10-30,"R3",1,12,"melanogasterW-FHVR3"
"874","melanogaster","W-","FHV",2022-10-30,"R4",0,12,"melanogasterW-FHVR4"
"875","melanogaster","W-","FHV",2022-10-30,"R5",0,12,"melanogasterW-FHVR5"
"876","melanogaster","W-","Ringer",2022-10-30,"R1",1,12,"melanogasterW-RingerR1"
"877","melanogaster","W-","Ringer",2022-10-30,"R2",1,12,"melanogasterW-RingerR2"
"878","melanogaster","W-","Ringer",2022-10-30,"R3",1,12,"melanogasterW-RingerR3"
"879","melanogaster","W-","Ringer",2022-10-30,"R4",5,12,"melanogasterW-RingerR4"
"880","melanogaster","W-","Ringer",2022-10-30,"R5",1,12,"melanogasterW-RingerR5"
"881","baimai","W+","FHV",2022-10-30,"R1",2,11,"baimaiW+FHVR1"
"882","baimai","W+","FHV",2022-10-30,"R2",1,11,"baimaiW+FHVR2"
"883","baimai","W+","FHV",2022-10-30,"R3",3,11,"baimaiW+FHVR3"
"884","baimai","W+","FHV",2022-10-30,"R4",3,11,"baimaiW+FHVR4"
"885","baimai","W+","FHV",2022-10-30,"R5",5,11,"baimaiW+FHVR5"
"886","baimai","W+","Ringer",2022-10-30,"R1",10,11,"baimaiW+RingerR1"
"887","baimai","W+","Ringer",2022-10-30,"R2",9,11,"baimaiW+RingerR2"
"888","baimai","W+","Ringer",2022-10-30,"R3",11,11,"baimaiW+RingerR3"
"889","baimai","W+","Ringer",2022-10-30,"R4",14,11,"baimaiW+RingerR4"
"890","baimai","W+","Ringer",2022-10-30,"R5",13,11,"baimaiW+RingerR5"
"891","baimai","W-","FHV",2022-10-30,"R1",6,11,"baimaiW-FHVR1"
"892","baimai","W-","FHV",2022-10-30,"R2",6,11,"baimaiW-FHVR2"
"893","baimai","W-","FHV",2022-10-30,"R3",4,11,"baimaiW-FHVR3"
"894","baimai","W-","FHV",2022-10-30,"R4",3,11,"baimaiW-FHVR4"
"895","baimai","W-","FHV",2022-10-30,"R5",7,11,"baimaiW-FHVR5"
"896","baimai","W-","Ringer",2022-10-30,"R1",11,11,"baimaiW-RingerR1"
"897","baimai","W-","Ringer",2022-10-30,"R2",12,11,"baimaiW-RingerR2"
"898","baimai","W-","Ringer",2022-10-30,"R3",11,11,"baimaiW-RingerR3"
"899","baimai","W-","Ringer",2022-10-30,"R4",12,11,"baimaiW-RingerR4"
"900","baimai","W-","Ringer",2022-10-30,"R5",10,11,"baimaiW-RingerR5"
"901","triauraria","W+","FHV",2022-10-30,"R1",4,11,"triaurariaW+FHVR1"
"902","triauraria","W+","FHV",2022-10-30,"R2",5,11,"triaurariaW+FHVR2"
"903","triauraria","W+","FHV",2022-10-30,"R3",6,11,"triaurariaW+FHVR3"
"904","triauraria","W+","FHV",2022-10-30,"R4",5,11,"triaurariaW+FHVR4"
"905","triauraria","W+","FHV",2022-10-30,"R5",6,11,"triaurariaW+FHVR5"
"906","triauraria","W+","Ringer",2022-10-30,"R1",5,11,"triaurariaW+RingerR1"
"907","triauraria","W+","Ringer",2022-10-30,"R2",5,11,"triaurariaW+RingerR2"
"908","triauraria","W+","Ringer",2022-10-30,"R3",5,11,"triaurariaW+RingerR3"
"909","triauraria","W+","Ringer",2022-10-30,"R4",4,11,"triaurariaW+RingerR4"
"910","triauraria","W+","Ringer",2022-10-30,"R5",7,11,"triaurariaW+RingerR5"
"911","triauraria","W-","FHV",2022-10-30,"R1",6,11,"triaurariaW-FHVR1"
"912","triauraria","W-","FHV",2022-10-30,"R2",4,11,"triaurariaW-FHVR2"
"913","triauraria","W-","FHV",2022-10-30,"R3",8,11,"triaurariaW-FHVR3"
"914","triauraria","W-","FHV",2022-10-30,"R4",5,11,"triaurariaW-FHVR4"
